date,BernalilloCountyM,BernalilloCountyS,McKinleyCountyM,McKinleyCountyS,EddyCountyM,EddyCountyS,ChavesCountyM,ChavesCountyS,OteroCountyM,OteroCountyS
"Dec 13, 2020",,,,,,,,,,
"Dec 12, 2020",573 new cases in Bernalillo County,,96 new cases in McKinley County,,30 new cases in Eddy County,,54 new cases in Chaves County,,32 new cases in Otero County,
"Dec 12, 2020",,,,,,,,,,
"Dec 17, 2020",537 new cases in Bernalillo County,,94 new cases in McKinley County,,38 new cases in Eddy County,,28 new cases in Chaves County,,31 new cases in Otero County,
"Dec 17, 2020",,,,,,,,,,
"Dec 15, 2020",444 new cases in Bernalillo County,,73 new cases in McKinley County,,70 new cases in Eddy County,,54 new cases in Chaves County,,20 new cases in Otero County,
"Dec 15, 2020",,,,,,,,,,
"Dec 14, 2020",459 new cases in Bernalillo County,,69 new cases in McKinley County,,80 new cases in Eddy County,,69 new cases in Chaves County,,13 new cases in Otero County,
"Dec 14, 2020",,,,,,,,,,
"Dec 16, 2020",569 new cases in Bernalillo County,,109 new cases in McKinley County,,68 new cases in Eddy County,,86 new cases in Chaves County,,18 new cases in Otero County,
"Dec 16, 2020",,,,,,,,,,
"Dec 18, 2020",418 new cases in Bernalillo County,,111 new cases in McKinley County,,59 new cases in Eddy County,,44 new cases in Chaves County,,17 new cases in Otero County,
"Dec 18, 2020",,,,,,,,,,
"Dec 19, 2020",449 new cases in Bernalillo County,,106 new cases in McKinley County,,53 new cases in Eddy County,,63 new cases in Chaves County,,24 new cases in Otero County,
"Dec 19, 2020",,,,,,,,,,
,,,,,,,,,,
"Dec 11, 2020",,,,,,,,,,
"Dec 11, 2020",,,,,,,,,,
"Dec 9, 2020",400 new cases in Bernalillo County,,125 new cases in McKinley County,,43 new cases in Eddy County,,44 new cases in Chaves County,,35 new cases in Otero County,
"Dec 9, 2020",,,,,,,,,,
"Dec 9, 2020",,,,,,,,,,
"Dec 9, 2020",,,,,,,,,,
"Dec 6, 2020",391 new cases in Bernalillo County,,49 new cases in McKinley County,,37 new cases in Eddy County,,68 new cases in Chaves County,,12 new cases in Otero County,
"Dec 6, 2020",,,,,,,,,,
"Dec 7, 2020",639 new cases in Bernalillo County,,121 new cases in McKinley County,,33 new cases in Eddy County,,88 new cases in Chaves County,,33 new cases in Otero County,
"Dec 7, 2020",,,,,,,,,,
"Dec 8, 2020",,,,,,,,,,
"Dec 8, 2020",,,,,,,,,,
"Dec 9, 2020",601 new cases in Bernalillo County,,111 new cases in McKinley County,,35 new cases in Eddy County,,49 new cases in Chaves County,,30 new cases in Otero County,
"Dec 9, 2020",,,,,,,,,,
,,,,,,,,,,
"Dec 10, 2020",621 new cases in Bernalillo County,,142 new cases in McKinley County,,75 new cases in Eddy County,,50 new cases in Chaves County,,25 new cases in Otero County,
"Dec 10, 2020",,,,,,,,,,
"Dec 10, 2020",,,,,,,,,,
"Dec 10, 2020",,,,,,,,,,
"Dec 11, 2020",560 new cases in Bernalillo County,,89 new cases in McKinley County,,74 new cases in Eddy County,,90 new cases in Chaves County,,35 new cases in Otero County,
"Dec 11, 2020",,,,,,,,,,
"Nov 30, 2020",596 new cases in Bernalillo County,,85 new cases in McKinley County,,39 new cases in Eddy County,,102 new cases in Chaves County,,18 new cases in Otero County,
"Nov 30, 2020",,,,,,,,,,
"Nov 30, 2020",,,,,,,,,,
"Nov 30, 2020",,,,,,,,,,
"Dec 2, 2020",448 new cases in Bernalillo County,,70 new cases in McKinley County,,70 new cases in Eddy County,,130 new cases in Chaves County,,19 new cases in Otero County,
"Dec 2, 2020",,,,,,,,,,
"Dec 2, 2020",,,,,,,,,,
"Dec 2, 2020",,,,,,,,,,
"Dec 2, 2020",,,,,,,,,,
"Dec 2, 2020",,,,,,,,,,
"Dec 1, 2020",895 new cases in Bernalillo County,,97 new cases in McKinley County,,38 new cases in Eddy County,,78 new cases in Chaves County,,76 new cases in Otero County,
"Dec 1, 2020",,,,,,,,,,
"Dec 4, 2020",755 new cases in Bernalillo County,,75 new cases in McKinley County,,45 new cases in Eddy County,,99 new cases in Chaves County,,37 new cases in Otero County,
"Dec 4, 2020",,,,,,,,,,
"Dec 3, 2020",586 new cases in Bernalillo County,,88 new cases in McKinley County,,47 new cases in Eddy County,,79 new cases in Chaves County,,37 new cases in Otero County,
"Dec 3, 2020",,,,,,,,,,
"Dec 5, 2020",,,,,,,,,,
"Dec 5, 2020",,,,,,,,,,
"Dec 5, 2020",506 new cases in Bernalillo County,,123 new cases in McKinley County,,56 new cases in Eddy County,,142 new cases in Chaves County,,46 new cases in Otero County,
"Dec 5, 2020",,,,,,,,,,
,,,,,,,,,,
"Nov 27, 2020",746 new cases in Bernalillo County,,100 new cases in McKinley County,,55 new cases in Eddy County,,86 new cases in Chaves County,,8 new cases in Otero County,
"Nov 27, 2020",,,,,,,,,,
"Nov 27, 2020",,,,,,,,,,
"Nov 27, 2020",,,,,,,,,,
"Nov 23, 2020",,,,,,,,,,
"Nov 23, 2020",,,,,,,,,,
"Nov 26, 2020",671 new cases in Bernalillo County,,100 new cases in McKinley County,,29 new cases in Eddy County,,66 new cases in Chaves County,,17 new cases in Otero County,
"Nov 26, 2020",,,,,,,,,,
"Nov 23, 2020",748 new cases in Bernalillo County,,168 new cases in McKinley County,,37 new cases in Eddy County,,63 new cases in Chaves County,,10 new cases in Otero County,
"Nov 23, 2020",,,,,,,,,,
"Nov 23, 2020",,,,,,,,,,
"Nov 23, 2020",,,,,,,,,,
"Nov 25, 2020",576 new cases in Bernalillo County,,116 new cases in McKinley County,,35 new cases in Eddy County,,124 new cases in Chaves County,,25 new cases in Otero County,
"Nov 25, 2020",,,,,,,,,,
"Nov 24, 2020",541 new cases in Bernalillo County,,184 new cases in McKinley County,,97 new cases in Eddy County,,108 new cases in Chaves County,,48 new cases in Otero County,
"Nov 24, 2020",,,,,,,,,,
"Nov 28, 2020",719 new cases in Bernalillo County,,110 new cases in McKinley County,,94 new cases in Eddy County,,162 new cases in Chaves County,,34 new cases in Otero County,
"Nov 28, 2020",,,,,,,,,,
"Nov 29, 2020",356 new cases in Bernalillo County,,88 new cases in McKinley County,,19 new cases in Eddy County,,135 new cases in Chaves County,,28 new cases in Otero County,
"Nov 29, 2020",,,,,,,,,,
,,,,,,,,,,
"Nov 22, 2020",710 new cases in Bernalillo County,,190 new cases in McKinley County,,79 new cases in Eddy County,,82 new cases in Chaves County,,52 new cases in Otero County,
"Nov 22, 2020",,,,,,,,,,
"Nov 18, 2020",993 new cases in Bernalillo County,,74 new cases in McKinley County,,46 new cases in Eddy County,,191 new cases in Chaves County,,50 new cases in Otero County,
"Nov 18, 2020",,,,,,,,,,
"Nov 19, 2020",,,,,,,,,,
"Nov 19, 2020",,,,,,,,,,
"Nov 21, 2020",647 new cases in Bernalillo County,,212 new cases in McKinley County,,72 new cases in Eddy County,,118 new cases in Chaves County,,26 new cases in Otero County,
"Nov 21, 2020",,,,,,,,,,
"Nov 20, 2020","1,005 new cases in Bernalillo County",,131 new cases in McKinley County,,72 new cases in Eddy County,,164 new cases in Chaves County,,109 new cases in Otero County,
"Nov 20, 2020",,,,,,,,,,
"Nov 20, 2020",,,,,,,,,,
"Nov 20, 2020",,,,,,,,,,
"Nov 18, 2020",,,,,,,,,,
"Nov 18, 2020",,,,,,,,,,
,,,,,,,,,,
"Nov 19, 2020",,,,,,,,,,
"Nov 19, 2020",,,,,,,,,,
"Nov 19, 2020","1,122 new cases in Bernalillo County",,209 new cases in McKinley County,,67 new cases in Eddy County,,110 new cases in Chaves County,,65 new cases in Otero County,
"Nov 19, 2020",,,,,,,,,,
"Nov 20, 2020",,,,,,,,,,
"Nov 20, 2020",,,,,,,,,,
"Nov 13, 2020",,,,,,,,,,
"Nov 13, 2020",,,,,,,,,,
"Nov 11, 2020",,,,,,,,,,
"Nov 11, 2020",,,,,,,,,,
"Nov 10, 2020",307 new cases in Bernalillo County,,35 new cases in McKinley County,,60 new cases in Eddy County,,65 new cases in Chaves County,,31 new cases in Otero County,
"Nov 10, 2020",,,,,,,,,,
"Nov 12, 2020",611 new cases in Bernalillo County,,18 new cases in McKinley County,,40 new cases in Eddy County,,62 new cases in Chaves County,,8 new cases in Otero County,
"Nov 12, 2020",,,,,,,,,,
"Nov 11, 2020",418 new cases in Bernalillo County,,69 new cases in McKinley County,,43 new cases in Eddy County,,109 new cases in Chaves County,,14 new cases in Otero County,
"Nov 11, 2020",,,,,,,,,,
"Nov 13, 2020",319 new cases in Bernalillo County,,13 new cases in McKinley County,,28 new cases in Eddy County,,109 new cases in Chaves County,,14 new cases in Otero County,
"Nov 13, 2020",,,,,,,,,,
"Nov 14, 2020",335 new cases in Bernalillo County,,53 new cases in McKinley County,,23 new cases in Eddy County,,61 new cases in Chaves County,,6 new cases in Otero County,
"Nov 14, 2020",,,,,,,,,,
"Nov 15, 2020",252 new cases in Bernalillo County,,44 new cases in McKinley County,,30 new cases in Eddy County,,53 new cases in Chaves County,,20 new cases in Otero County,
"Nov 15, 2020",,,,,,,,,,
"Nov 16, 2020",374 new cases in Bernalillo County,,52 new cases in McKinley County,,48 new cases in Eddy County,,88 new cases in Chaves County,,47 new cases in Otero County,
"Nov 16, 2020",,,,,,,,,,
"Nov 17, 2020",615 new cases in Bernalillo County,,35 new cases in McKinley County,,73 new cases in Eddy County,,109 new cases in Chaves County,,42 new cases in Otero County,
"Nov 17, 2020",,,,,,,,,,
,,,,,,,,,,
"Nov 6, 2020",342 new cases in Bernalillo County,,25 new cases in McKinley County,,29 new cases in Eddy County,,38 new cases in Chaves County,,24 new cases in Otero County,
"Nov 6, 2020",,,,,,,,,,
"Nov 3, 2020",262 new cases in Bernalillo County,,23 new cases in McKinley County,,19 new cases in Eddy County,,108 new cases in Chaves County,,11 new cases in Otero County,
"Nov 3, 2020",,,,,,,,,,
"Nov 8, 2020",276 new cases in Bernalillo County,,20 new cases in McKinley County,,79 new cases in Eddy County,,88 new cases in Chaves County,,8 new cases in Otero County,
"Nov 8, 2020",,,,,,,,,,
"Nov 7, 2020",325 new cases in Bernalillo County,,77 new cases in McKinley County,,40 new cases in Eddy County,,56 new cases in Chaves County,,48 new cases in Otero County,
"Nov 7, 2020",,,,,,,,,,
"Nov 2, 2020",245 new cases in Bernalillo County,,47 new cases in McKinley County,,9 new cases in Eddy County,,12 new cases in Chaves County,,8 new cases in Otero County,
"Nov 2, 2020",,,,,,,,,,
"Nov 9, 2020",464 new cases in Bernalillo County,,36 new cases in McKinley County,,54 new cases in Eddy County,,59 new cases in Chaves County,,42 new cases in Otero County,
"Nov 9, 2020",,,,,,,,,,
"Nov 6, 2020",,,,,,,,,,
"Nov 6, 2020",,,,,,,,,,
,,,,,,,,,,
"Nov 4, 2020",,,,,,,,,,
"Nov 4, 2020",,,,,,,,,,
"Nov 4, 2020",266 new cases in Bernalillo County,,38 new cases in McKinley County,,53 new cases in Eddy County,,37 new cases in Chaves County,,25 new cases in Otero County,
"Nov 4, 2020",,,,,,,,,,
"Nov 5, 2020",202 new cases in Bernalillo County,,26 new cases in McKinley County,,42 new cases in Eddy County,,53 new cases in Chaves County,,7 new cases in Otero County,
"Nov 5, 2020",,,,,,,,,,
"Oct 29, 2020",260 new cases in Bernalillo County,,25 new cases in McKinley County,,24 new cases in Eddy County,,32 new cases in Chaves County,,14 new cases in Otero County,
"Oct 29, 2020",,,,,,,,,,
"Oct 30, 2020",,,,,,,,,,
"Oct 30, 2020",,,,,,,,,,
"Oct 26, 2020",,,,,,,,,,
"Oct 26, 2020",,,,,,,,,,
"Oct 28, 2020",273 new cases in Bernalillo County,,22 new cases in McKinley County,,44 new cases in Eddy County,,19 new cases in Chaves County,,4 new cases in Otero County,
"Oct 28, 2020",,,,,,,,,,
"Oct 27, 2020",141 new cases in Bernalillo County,,14 new cases in McKinley County,,14 new cases in Eddy County,,15 new cases in Chaves County,,15 new cases in Otero County,
"Oct 27, 2020",,,,,,,,,,
"Oct 31, 2020",187 new cases in Bernalillo County,,22 new cases in McKinley County,,9 new cases in Eddy County,,41 new cases in Chaves County,,6 new cases in Otero County,
"Oct 30, 2020",335 new cases in Bernalillo County,,33 new cases in McKinley County,,18 new cases in Eddy County,,29 new cases in Chaves County,,21 new cases in Otero County,
"Oct 30, 2020",,,,,,,,,,
"Oct 31, 2020",,,,,,,,,,
"Oct 30, 2020",,,,,,,,,,
"Oct 30, 2020",,,,,,,,,,
"Nov 1, 2020",224 new cases in Bernalillo County,,25 new cases in McKinley County,,51 new cases in Eddy County,,35 new cases in Chaves County,,16 new cases in Otero County,
"Nov 1, 2020",,,,,,,,,,
"Nov 2, 2020",,,,,,,,,,
"Nov 2, 2020",,,,,,,,,,
,,,,,,,,,,
"Oct 26, 2020",,,,,,,,,,
"Oct 26, 2020",,,,,,,,,,
"Oct 25, 2020",156 new cases in Bernalillo County,,25 new cases in McKinley County,,39 new cases in Eddy County,,42 new cases in Chaves County,,13 new cases in Otero County,
"Oct 25, 2020",,,,,,,,,,
"Oct 20, 2020",154 new cases in Bernalillo County,,16 new cases in McKinley County,,21 new cases in Eddy County,,26 new cases in Chaves County,,29 new cases in Otero County,
"Oct 20, 2020",,,,,,,,,,
"Oct 21, 2020",,,,,,,,,,
"Oct 21, 2020",,,,,,,,,,
"Oct 22, 2020",185 new cases in Bernalillo County,,7 new cases in McKinley County,,46 new cases in Eddy County,,31 new cases in Chaves County,,7 new cases in Otero County,
"Oct 22, 2020",,,,,,,,,,
"Oct 21, 2020",292 new cases in Bernalillo County ,,10 new cases in McKinley County ,,42 new cases in Eddy County ,,27 new cases in Chaves County ,,16 new cases in Otero County ,
"Oct 21, 2020",,,,,,,,,,
"Oct 26, 2020",173 new cases in Bernalillo County,,20 new cases in McKinley County,,25 new cases in Eddy County,,39 new cases in Chaves County,,10 new cases in Otero County,
"Oct 26, 2020",,,,,,,,,,
,,,,,,,,,,
"Oct 24, 2020",251 new cases in Bernalillo County,,32 new cases in McKinley County,,20 new cases in Eddy County,,47 new cases in Chaves County,,34 new cases in Otero County,
"Oct 24, 2020",,,,,,,,,,
"Oct 23, 2020",197 new cases in Bernalillo County,,32 new cases in McKinley County,,37 new cases in Eddy County,,28 new cases in Chaves County,,19 new cases in Otero County,
"Oct 23, 2020",,,,,,,,,,
"Oct 23, 2020",,,,,,,,,,
"Oct 23, 2020",,,,,,,,,,
"Oct 15, 2020",,,,,,,,,,
"Oct 15, 2020",,,,,,,,,,
"Oct 15, 2020",,,,,,,,,,
"Oct 15, 2020",,,,,,,,,,
"Oct 15, 2020",303 new cases in Bernalillo County,,14 new cases in McKinley County,,26 new cases in Eddy County,,37 new cases in Chaves County,,2 new cases in Otero County,
"Oct 15, 2020",,,,,,,,,,
"Oct 16, 2020",,,,,,,,,,
"Oct 16, 2020",,,,,,,,,,
,,,,,,,,,,
"Oct 8, 2020",101 new cases in Bernalillo County,,9 new cases in McKinley County,,14 new cases in Eddy County,,25 new cases in Chaves County,,3 new cases in Otero County,
"Oct 8, 2020",,,,,,,,,,
"Oct 17, 2020",191 new cases in Bernalillo County,,7 new cases in McKinley County,,36 new cases in Eddy County,,24 new cases in Chaves County,,6 new cases in Otero County,
"Oct 17, 2020",,,,,,,,,,
"Oct 16, 2020",178 new cases in Bernalillo County,,5 new cases in McKinley County,,36 new cases in Eddy County,,26 new cases in Chaves County,,23 new cases in Otero County,
"Oct 16, 2020",,,,,,,,,,
"Oct 19, 2020",,,,,,,,,,
"Oct 19, 2020",,,,,,,,,,
"Oct 18, 2020",151 new cases in Bernalillo County,,6 new cases in McKinley County,,13 new cases in Eddy County,,26 new cases in Chaves County,,2 new cases in Otero County,
"Oct 18, 2020",,,,,,,,,,
"Oct 20, 2020",,,,,,,,,,
"Oct 20, 2020",,,,,,,,,,
"Oct 19, 2020",123 new cases in Bernalillo County,,10 new cases in McKinley County,,20 new cases in Eddy County,,30 new cases in Chaves County,,16 new cases in Otero County,
"Oct 19, 2020",,,,,,,,,,
"Oct 9, 2020",,,,,,,,,,
"Oct 9, 2020",,,,,,,,,,
"Oct 9, 2020",135 new cases in Bernalillo County,,12 new cases in McKinley County,,28 new cases in Eddy County,,41 new cases in Chaves County,,5 new cases in Otero County,
"Oct 9, 2020",,,,,,,,,,
"Oct 11, 2020",100 new cases in Bernalillo County,,4 new cases in McKinley County,,,1 new case in Eddy County,27 new cases in Chaves County,,3 new cases in Otero County,
"Oct 11, 2020",,,,,,,,,,
"Oct 10, 2020",167 new cases in Bernalillo County,,9 new cases in McKinley County,,16 new cases in Eddy County,,38 new cases in Chaves County,,4 new cases in Otero County,
"Oct 10, 2020",,,,,,,,,,
"Oct 12, 2020",130 new cases in Bernalillo County,,11 new cases in McKinley County,,21 new cases in Eddy County,,19 new cases in Chaves County,,6 new cases in Otero County,
"Oct 12, 2020",,,,,,,,,,
"Oct 13, 2020",,,,,,,,,,
"Oct 13, 2020",,,,,,,,,,
"Oct 13, 2020",121 new cases in Bernalillo County,,9 new cases in McKinley County,,6 new cases in Eddy County,,10 new cases in Chaves County,,4 new cases in Otero County,
"Oct 13, 2020",,,,,,,,,,
"Oct 14, 2020",199 new cases in Bernalillo County,,6 new cases in McKinley County,,18 new cases in Eddy County,,66 new cases in Chaves County,,10 new cases in Otero County,
"Oct 14, 2020",,,,,,,,,,
,,,,,,,,,,
"Oct 7, 2020",120 new cases in Bernalillo County,,8 new cases in McKinley County,,27 new cases in Eddy County,,35 new cases in Chaves County,,4 new cases in Otero County,
"Oct 7, 2020",,,,,,,,,,
"Oct 2, 2020",99 new cases in Bernalillo County,,7 new cases in McKinley County,,16 new cases in Eddy County,,32 new cases in Chaves County,,4 new cases in Otero County,
"Oct 2, 2020",,,,,,,,,,
"Sep 29, 2020",48 new cases in Bernalillo County,,3 new cases in McKinley County,,14 new cases in Eddy County,,28 new cases in Chaves County,,5 new cases in Otero County,
"Sep 29, 2020",,,,,,,,,,
"Sep 30, 2020",61 new cases in Bernalillo County,,6 new cases in McKinley County,,22 new cases in Eddy County,,31 new cases in Chaves County,,2 new cases in Otero County,
"Sep 30, 2020",,,,,,,,,,
"Oct 3, 2020",75 new cases in Bernalillo County,,2 new cases in McKinley County,,16 new cases in Eddy County,,32 new cases in Chaves County,,4 new cases in Otero County,
"Oct 3, 2020",,,,,,,,,,
"Sep 28, 2020",47 new cases in Bernalillo County,,10 new cases in McKinley County,,4 new cases in Eddy County,,5 new cases in Chaves County,,,1 new case in Otero County
"Sep 28, 2020",,,,,,,,,,
"Oct 1, 2020",53 new cases in Bernalillo County,,4 new cases in McKinley County,,14 new cases in Eddy County,,40 new cases in Chaves County,,,1 new case in Otero County
"Oct 1, 2020",,,,,,,,,,
"Oct 4, 2020",47 new cases in Bernalillo County,,,,5 new cases in Eddy County,,22 new cases in Chaves County,,,
"Oct 4, 2020",,,,,,,,,,
,,,,,,,,,,
"Oct 6, 2020",,,,,,,,,,
"Oct 6, 2020",,,,,,,,,,
"Oct 5, 2020",51 new cases in Bernalillo County,,,1 new case in McKinley County,,,10 new cases in Chaves County,,,1 new case in Otero County
"Oct 5, 2020",,,,,,,,,,
"Oct 6, 2020",138 new cases in Bernalillo County,,11 new cases in McKinley County,,23 new cases in Eddy County,,12 new cases in Chaves County,,,1 new case in Otero County
"Oct 6, 2020",,,,,,,,,,
"Sep 20, 2020",11 new cases in Bernalillo County,,,1 new case in McKinley County,8 new cases in Eddy County,,14 new cases in Chaves County,,,
"Sep 20, 2020",,,,,,,,,,
"Sep 21, 2020",27 new cases in Bernalillo County,,,1 new case in McKinley County,5 new cases in Eddy County,,9 new cases in Chaves County,,,1 new case in Otero County
"Sep 21, 2020",,,,,,,,,,
"Sep 19, 2020",31 new cases in Bernalillo County,,2 new cases in McKinley County,,15 new cases in Eddy County,,10 new cases in Chaves County,,2 new cases in Otero County,
"Sep 19, 2020",,,,,,,,,,
"Sep 18, 2020",30 new cases in Bernalillo County,,2 new cases in McKinley County,,15 new cases in Eddy County,,13 new cases in Chaves County,,2 new cases in Otero County,
"Sep 18, 2020",,,,,,,,,,
,,,,,,,,,,
"Sep 22, 2020",21 new cases in Bernalillo County,,6 new cases in McKinley County,,14 new cases in Eddy County,,4 new cases in Chaves County,,,
"Sep 22, 2020",,,,,,,,,,
"Sep 23, 2020",28 new cases in Bernalillo County,,2 new cases in McKinley County,,22 new cases in Eddy County,,22 new cases in Chaves County,,4 new cases in Otero County,
"Sep 23, 2020",,,,,,,,,,
"Sep 24, 2020",58 new cases in Bernalillo County,,3 new cases in McKinley County,,23 new cases in Eddy County,,16 new cases in Chaves County,,4 new cases in Otero County,
"Sep 24, 2020",,,,,,,,,,
"Sep 25, 2020",51 new cases in Bernalillo County,,5 new cases in McKinley County,,27 new cases in Eddy County,,33 new cases in Chaves County,,6 new cases in Otero County,
"Sep 25, 2020",,,,,,,,,,
"Sep 26, 2020",40 new cases in Bernalillo County,,2 new cases in McKinley County,,11 new cases in Eddy County,,33 new cases in Chaves County,,2 new cases in Otero County,
"Sep 26, 2020",,,,,,,,,,
"Sep 27, 2020",32 new cases in Bernalillo County,,5 new cases in McKinley County,,29 new cases in Eddy County,,11 new cases in Chaves County,,,1 new case in Otero County
"Sep 27, 2020",,,,,,,,,,
"Sep 17, 2020",,,,,,,,,,
"Sep 17, 2020",,,,,,,,,,
"Sep 17, 2020",38 new cases in Bernalillo County,,5 new cases in McKinley County,,10 new cases in Eddy County,,17 new cases in Chaves County,,2 new cases in Otero County,
"Sep 17, 2020",,,,,,,,,,
"Sep 18, 2020",,,,,,,,,,
"Sep 18, 2020",,,,,,,,,,
"Sep 10, 2020",27 new cases in Bernalillo County,,2 new cases in McKinley County,,21 new cases in Eddy County,,31 new cases in Chaves County,,,
"Sep 10, 2020",,,,,,,,,,
,,,,,,,,,,
"Sep 11, 2020",13 new cases in Bernalillo County,,7 new cases in McKinley County,,4 new cases in Eddy County,,40 new cases in Chaves County,,2 new cases in Otero County,
"Sep 11, 2020",,,,,,,,,,
"Sep 12, 2020",14 new cases in Bernalillo County,,5 new cases in McKinley County,,6 new cases in Eddy County,,11 new cases in Chaves County,,7 new cases in Otero County,
"Sep 12, 2020",,,,,,,,,,
"Sep 13, 2020",19 new cases in Bernalillo County,,2 new cases in McKinley County,,5 new cases in Eddy County,,29 new cases in Chaves County,,,
"Sep 13, 2020",,,,,,,,,,
"Sep 15, 2020",17 new cases in Bernalillo County,,12 new cases in McKinley County,,6 new cases in Eddy County,,9 new cases in Chaves County,,,1 new case in Otero County
"Sep 15, 2020",,,,,,,,,,
"Sep 14, 2020",22 new cases in Bernalillo County,,,,,,9 new cases in Chaves County,,,1 new case in Otero County
"Sep 14, 2020",,,,,,,,,,
"Sep 16, 2020",14 new cases in Bernalillo County,,2 new cases in McKinley County,,14 new cases in Eddy County,,10 new cases in Chaves County,,,
"Sep 16, 2020",,,,,,,,,,
"Sep 1, 2020",30 new cases in Bernalillo County,,10 new cases in McKinley County,,8 new cases in Eddy County,,4 new cases in Chaves County,,4 new cases in Otero County,
"Sep 1, 2020",,,,,,,,,,
"Sep 2, 2020",24 new cases in Bernalillo County,,10 new cases in McKinley County,,13 new cases in Eddy County,,24 new cases in Chaves County,,2 new cases in Otero County,
"Sep 2, 2020",,,,,,,,,,
"Sep 3, 2020",37 new cases in Bernalillo County,,6 new cases in McKinley County,,32 new cases in Eddy County,,22 new cases in Chaves County,,3 new cases in Otero County,
"Sep 3, 2020",,,,,,,,,,
"Sep 4, 2020",,,,,,,,,,
"Sep 4, 2020",,,,,,,,,,
"Sep 4, 2020",16 new cases in Bernalillo County,,3 new cases in McKinley County,,8 new cases in Eddy County,,13 new cases in Chaves County,,,
"Sep 4, 2020",,,,,,,,,,
"Sep 5, 2020",24 new cases in Bernalillo County,,9 new cases in McKinley County,,23 new cases in Eddy County,,13 new cases in Chaves County,,,
"Sep 5, 2020",,,,,,,,,,
"Sep 6, 2020",10 new cases in Bernalillo County,,2 new cases in McKinley County,,4 new cases in Eddy County,,16 new cases in Chaves County,,,
"Sep 6, 2020",,,,,,,,,,
"Sep 7, 2020",13 new cases in Bernalillo County,,6 new cases in McKinley County,,4 new cases in Eddy County,,2 new cases in Chaves County,,,1 new case in Otero County
"Sep 7, 2020",,,,,,,,,,
"Sep 9, 2020",6 new cases in Bernalillo County,,6 new cases in McKinley County,,4 new cases in Eddy County,,16 new cases in Chaves County,,,1 new case in Otero County
"Sep 9, 2020",,,,,,,,,,
"Sep 8, 2020",22 new cases in Bernalillo County,,,1 new case in McKinley County,4 new cases in Eddy County,,4 new cases in Chaves County,,,
"Sep 8, 2020",,,,,,,,,,
,,,,,,,,,,
"Aug 25, 2020",14 new cases in Bernalillo County,,6 new cases in McKinley County,,7 new cases in Eddy County,,2 new cases in Chaves County,,,1 new case in Otero County
"Aug 25, 2020",,,,,,,,,,
"Aug 27, 2020",53 new cases in Bernalillo County,,3 new cases in McKinley County,,9 new cases in Eddy County,,16 new cases in Chaves County,,,
"Aug 27, 2020",,,,,,,,,,
"Aug 29, 2020",31 new cases in Bernalillo County,,15 new cases in McKinley County,,6 new cases in Eddy County,,15 new cases in Chaves County,,,
"Aug 29, 2020",,,,,,,,,,
"Aug 26, 2020",,,,,,,,,,
"Aug 26, 2020",,,,,,,,,,
"Aug 30, 2020",22 new cases in Bernalillo County,,2 new cases in McKinley County,,4 new cases in Eddy County,,28 new cases in Chaves County,,,
"Aug 30, 2020",,,,,,,,,,
"Aug 26, 2020",39 new cases in Bernalillo County,,4 new cases in McKinley County,,24 new cases in Eddy County,,20 new cases in Chaves County,,,1 new case in Otero County
"Aug 26, 2020",,,,,,,,,,
"Aug 31, 2020",17 new cases in Bernalillo County,,8 new cases in McKinley County,,6 new cases in Eddy County,,6 new cases in Chaves County,,,
"Aug 31, 2020",,,,,,,,,,
,,,,,,,,,,
"Aug 28, 2020",,,,,,,,,,
"Aug 28, 2020",,,,,,,,,,
"Aug 27, 2020",,,,,,,,,,
"Aug 27, 2020",,,,,,,,,,
"Aug 28, 2020",22 new cases in Bernalillo County,,8 new cases in McKinley County,,10 new cases in Eddy County,,16 new cases in Chaves County,,,1 new case in Otero County
"Aug 28, 2020",,,,,,,,,,
"Aug 16, 2020",22 new cases in Bernalillo County,,2 new cases in McKinley County,,9 new cases in Eddy County,,11 new cases in Chaves County,,2 new cases in Otero County,
"Aug 16, 2020",,,,,,,,,,
"Aug 19, 2020",33 new cases in Bernalillo County,,4 new cases in McKinley County,,15 new cases in Eddy County,,19 new cases in Chaves County,,,
"Aug 19, 2020",,,,,,,,,,
"Aug 17, 2020",29 new cases in Bernalillo County,,4 new cases in McKinley County,,3 new cases in Eddy County,,6 new cases in Chaves County,,,
"Aug 17, 2020",,,,,,,,,,
"Aug 15, 2020",19 new cases in Bernalillo County,,17 new cases in McKinley County,,12 new cases in Eddy County,,9 new cases in Chaves County,,2 new cases in Otero County,
"Aug 15, 2020",,,,,,,,,,
"Aug 23, 2020",17 new cases in Bernalillo County,,5 new cases in McKinley County,,2 new cases in Eddy County,,8 new cases in Chaves County,,,
"Aug 23, 2020",,,,,,,,,,
"Aug 18, 2020",20 new cases in Bernalillo County,,6 new cases in McKinley County,,3 new cases in Eddy County,,4 new cases in Chaves County,,,1 new case in Otero County
"Aug 18, 2020",,,,,,,,,,
"Aug 21, 2020",32 new cases in Bernalillo County,,7 new cases in McKinley County,,11 new cases in Eddy County,,12 new cases in Chaves County,,2 new cases in Otero County,
"Aug 21, 2020",,,,,,,,,,
"Aug 20, 2020",59 new cases in Bernalillo County,,6 new cases in McKinley County,,3 new cases in Eddy County,,14 new cases in Chaves County,,,1 new case in Otero County
"Aug 20, 2020",,,,,,,,,,
