date,BernalilloCountyM,BernalilloCountyS,McKinleyCountyM,McKinleyCountyS,EddyCountyM,EddyCountyS,ChavesCountyM,ChavesCountyS,OteroCountyM,OteroCountyS
"Aug 22, 2020",86 new cases in Bernalillo County,,4 new cases in McKinley County,,7 new cases in Eddy County,,22 new cases in Chaves County,,2 new cases in Otero County,
"Aug 22, 2020",,,,,,,,,,
"Aug 24, 2020",19 new cases in Bernalillo County,,2 new cases in McKinley County,,9 new cases in Eddy County,,4 new cases in Chaves County,,,1 new case in Otero County
"Aug 24, 2020",,,,,,,,,,
,,,,,,,,,,
"Aug 7, 2020",32 new cases in Bernalillo County,,4 new cases in McKinley County,,6 new cases in Eddy County,,8 new cases in Chaves County,,2 new cases in Otero County,
"Aug 7, 2020",,,,,,,,,,
"Aug 8, 2020",34 new cases in Bernalillo County,,6 new cases in McKinley County,,9 new cases in Eddy County,,16 new cases in Chaves County,,,1 new case in Otero County
"Aug 8, 2020",,,,,,,,,,
"Aug 10, 2020",26 new cases in Bernalillo County,,11 new cases in McKinley County,,5 new cases in Eddy County,,5 new cases in Chaves County,,2 new cases in Otero County,
"Aug 10, 2020",,,,,,,,,,
"Aug 7, 2020",,,,,,,,,,
"Aug 7, 2020",,,,,,,,,,
"Aug 6, 2020",42 new cases in Bernalillo County,,8 new cases in McKinley County,,9 new cases in Eddy County,,16 new cases in Chaves County,,2 new cases in Otero County,
"Aug 6, 2020",,,,,,,,,,
"Aug 12, 2020",31 new cases in Bernalillo County,,11 new cases in McKinley County,,18 new cases in Eddy County,,10 new cases in Chaves County,,,1 new case in Otero County
"Aug 12, 2020",,,,,,,,,,
"Aug 11, 2020",36 new cases in Bernalillo County,,10 new cases in McKinley County,,14 new cases in Eddy County,,13 new cases in Chaves County,,,
"Aug 11, 2020",,,,,,,,,,
"Aug 9, 2020",49 new cases in Bernalillo County,,3 new cases in McKinley County,,8 new cases in Eddy County,,22 new cases in Chaves County,,,
"Aug 9, 2020",,,,,,,,,,
"Aug 13, 2020",38 new cases in Bernalillo County,,10 new cases in McKinley County,,15 new cases in Eddy County,,19 new cases in Chaves County,,,
"Aug 13, 2020",,,,,,,,,,
"Aug 14, 2020",40 new cases in Bernalillo County,,17 new cases in McKinley County,,3 new cases in Eddy County,,14 new cases in Chaves County,,,
"Aug 14, 2020",,,,,,,,,,
,,,,,,,,,,
"Aug 3, 2020",18 new cases in Bernalillo County,,2 new cases in McKinley County,,5 new cases in Eddy County,,5 new cases in Chaves County,,5 new cases in Otero County,
"Aug 3, 2020",,,,,,,,,,
"Aug 4, 2020",67 new cases in Bernalillo County,,6 new cases in McKinley County,,9 new cases in Eddy County,,17 new cases in Chaves County,,5 new cases in Otero County,
"Aug 4, 2020",,,,,,,,,,
"Aug 5, 2020",45 new cases in Bernalillo County,,16 new cases in McKinley County,,2 new cases in Eddy County,,12 new cases in Chaves County,,2 new cases in Otero County,
"Aug 5, 2020",,,,,,,,,,
"Jul 29, 2020",87 new cases in Bernalillo County,,8 new cases in McKinley County,,3 new cases in Eddy County,,14 new cases in Chaves County,,2 new cases in Otero County,
"Jul 29, 2020",,,,,,,,,,
"Aug 6, 2020",,,,,,,,,,
"Aug 6, 2020",,,,,,,,,,
"Jul 30, 2020",63 new cases in Bernalillo County,,35 new cases in McKinley County,,3 new cases in Eddy County,,17 new cases in Chaves County,,2 new cases in Otero County,
"Jul 30, 2020",,,,,,,,,,
"Jul 30, 2020",,,,,,,,,,
"Jul 30, 2020",,,,,,,,,,
,,,,,,,,,,
"Jul 31, 2020",49 new cases in Bernalillo County,,11 new cases in McKinley County,,3 new cases in Eddy County,,18 new cases in Chaves County,,3 new cases in Otero County,
"Jul 31, 2020",,,,,,,,,,
"Aug 2, 2020",61 new cases in Bernalillo County,,5 new cases in McKinley County,,6 new cases in Eddy County,,15 new cases in Chaves County,,,1 new case in Otero County
"Aug 2, 2020",,,,,,,,,,
"Aug 1, 2020",68 new cases in Bernalillo County,,11 new cases in McKinley County,,5 new cases in Eddy County,,15 new cases in Chaves County,,,1 new case in Otero County
"Aug 1, 2020",,,,,,,,,,
"Jul 19, 2020",99 new cases in Bernalillo County,,11 new cases in McKinley County,,8 new cases in Eddy County,,,1 new case in Chaves County,2 new cases in Otero County,
"Jul 19, 2020",,,,,,,,,,
"Jul 28, 2020",80 new cases in Bernalillo County,,16 new cases in McKinley County,,9 new cases in Eddy County,,21 new cases in Chaves County,,6 new cases in Otero County,
"Jul 28, 2020",,,,,,,,,,
"Jul 26, 2020",91 new cases in Bernalillo County,,14 new cases in McKinley County,,4 new cases in Eddy County,,7 new cases in Chaves County,,5 new cases in Otero County,
"Jul 26, 2020",,,,,,,,,,
"Jul 27, 2020",62 new cases in Bernalillo County,,13 new cases in McKinley County,,4 new cases in Eddy County,,2 new cases in Chaves County,,21 new cases in Otero County ,
"Jul 27, 2020",,,,,,,,,,
,,,,,,,,,,
"Jul 21, 2020",60 new cases in Bernalillo County,,16 new cases in McKinley County,,9 new cases in Eddy County,,11 new cases in Chaves County,,7 new cases in Otero County,
"Jul 21, 2020",,,,,,,,,,
"Jul 20, 2020",88 new cases in Bernalillo County,,13 new cases in McKinley County,,7 new cases in Eddy County,,15 new cases in Chaves County,,4 new cases in Otero County,
"Jul 20, 2020",,,,,,,,,,
"Jul 22, 2020",89 new cases in Bernalillo County,,35 new cases in McKinley County,,6 new cases in Eddy County,,7 new cases in Chaves County,,7 new cases in Otero County,
"Jul 22, 2020",,,,,,,,,,
"Jul 23, 2020",126 new cases in Bernalillo County,,26 new cases in McKinley County,,6 new cases in Eddy County,,6 new cases in Chaves County,,7 new cases in Otero County,
"Jul 23, 2020",,,,,,,,,,
"Jul 24, 2020",96 new cases in Bernalillo County,,24 new cases in McKinley County,,7 new cases in Eddy County,,18 new cases in Chaves County,,11 new cases in Otero County,
"Jul 24, 2020",,,,,,,,,,
"Jul 25, 2020",93 new cases in Bernalillo County,,28 new cases in McKinley County,,4 new cases in Eddy County,,9 new cases in Chaves County,,5 new cases in Otero County,
"Jul 25, 2020",,,,,,,,,,
"Jul 15, 2020",162 new cases in Bernalillo County,,12 new cases in McKinley County,,4 new cases in Eddy County,,2 new cases in Chaves County,,,1 new case in Otero County
"Jul 15, 2020",,,,,,,,,,
"Jul 16, 2020",103 new cases in Bernalillo County,,20 new cases in McKinley County,,13 new cases in Eddy County,,4 new cases in Chaves County,,5 new cases in Otero County,
"Jul 16, 2020",,,,,,,,,,
"Jul 17, 2020",111 new cases in Bernalillo County,,16 new cases in McKinley County,,,1 new case in Eddy County,2 new cases in Chaves County,,6 new cases in Otero County,
"Jul 17, 2020",,,,,,,,,,
"Jul 13, 2020",,,,,,,,,,
"Jul 13, 2020",,,,,,,,,,
"Jul 18, 2020",99 new cases in Bernalillo County,,19 new cases in McKinley County,,5 new cases in Eddy County,,8 new cases in Chaves County,,3 new cases in Otero County,
"Jul 18, 2020",,,,,,,,,,
"Jul 10, 2020",73 new cases in Bernalillo County,,33 new cases in McKinley County,,3 new cases in Eddy County,,7 new cases in Chaves County,,5 new cases in Otero County,
"Jul 10, 2020",,,,,,,,,,
,,,,,,,,,,
"Jul 12, 2020",111 new cases in Bernalillo County,,20 new cases in McKinley County,,2 new cases in Eddy County,,2 new cases in Chaves County,,4 new cases in Otero County,
"Jul 12, 2020",,,,,,,,,,
"Jul 11, 2020",80 new cases in Bernalillo County,,15 new cases in McKinley County,,13 new cases in Eddy County,,,1 new case in Chaves County,,1 new case in Otero County
"Jul 11, 2020",,,,,,,,,,
"Jul 13, 2020",59 new cases in Bernalillo County,,24 new cases in McKinley County,,4 new cases in Eddy County,,17 new cases in Chaves County,,2 new cases in Otero County,
"Jul 13, 2020",,,,,,,,,,
"Jul 14, 2020",65 new cases in Bernalillo County,,22 new cases in McKinley County,,7 new cases in Eddy County,,5 new cases in Chaves County,,4 new cases in Otero County,
"Jul 14, 2020",,,,,,,,,,
"Jul 4, 2020",79 new cases in Bernalillo County,,34 new cases in McKinley County,,10 new cases in Eddy County,,8 new cases in Chaves County,,7 new cases in Otero County,
"Jul 4, 2020",,,,,,,,,,
"Jul 3, 2020",,,,,,,,,,
"Jul 3, 2020",,,,,,,,,,
"Jul 3, 2020",55 new cases in Bernalillo County,,42 new cases in McKinley County,,8 new cases in Eddy County,,5 new cases in Chaves County,,7 new cases in Otero County,
"Jul 3, 2020",,,,,,,,,,
"Jul 5, 2020",65 new cases in Bernalillo County,,20 new cases in McKinley County,,,1 new case in Eddy County,8 new cases in Chaves County,,,
"Jul 5, 2020",,,,,,,,,,
,,,,,,,,,,
"Jul 7, 2020",88 new cases in Bernalillo County,,12 new cases in McKinley County,,3 new cases in Eddy County,,6 new cases in Chaves County,,,1 new case in Otero County
"Jul 7, 2020",,,,,,,,,,
"Jul 6, 2020",60 new cases in Bernalillo County,,12 new cases in McKinley County,,2 new cases in Eddy County,,6 new cases in Chaves County,,2 new cases in Otero County,
"Jul 6, 2020",,,,,,,,,,
"Jul 8, 2020",99 new cases in Bernalillo County,,23 new cases in McKinley County,,9 new cases in Eddy County,,14 new cases in Chaves County,,,1 new case in Otero County
"Jul 8, 2020",,,,,,,,,,
"Jul 8, 2020",,,,,,,,,,
"Jul 8, 2020",,,,,,,,,,
"Jul 9, 2020",,,,,,,,,,
"Jul 9, 2020",,,,,,,,,,
"Jul 9, 2020",97 new cases in Bernalillo County,,20 new cases in McKinley County,,6 new cases in Eddy County,,4 new cases in Chaves County,,2 new cases in Otero County,
"Jul 9, 2020",,,,,,,,,,
"Jun 27, 2020",37 new cases in Bernalillo County,,23 new cases in McKinley County,,4 new cases in Eddy County,,,,,
"Jun 27, 2020",,,,,,,,,,
"Jun 26, 2020",50 new cases in Bernalillo County,,74 new cases in McKinley County,,2 new cases in Eddy County,,5 new cases in Chaves County,,,1 new case in Otero County
"Jun 26, 2020",,,,,,,,,,
"Jun 25, 2020",60 new cases in Bernalillo County,,37 new cases in McKinley County,,2 new cases in Eddy County,,2 new cases in Chaves County,,,1 new case in Otero County
"Jun 25, 2020",,,,,,,,,,
,,,,,,,,,,
"Jun 28, 2020",45 new cases in Bernalillo County,,28 new cases in McKinley County,,3 new cases in Eddy County,,4 new cases in Chaves County,,4 new cases in Otero County,
"Jun 28, 2020",,,,,,,,,,
"Jun 30, 2020",36 new cases in Bernalillo County,,28 new cases in McKinley County,,2 new cases in Eddy County,,5 new cases in Chaves County,,,1 new case in Otero County
"Jun 30, 2020",,,,,,,,,,
"Jun 29, 2020",45 new cases in Bernalillo County,,11 new cases in McKinley County,,9 new cases in Eddy County,,6 new cases in Chaves County,,3 new cases in Otero County,
"Jun 29, 2020",,,,,,,,,,
"Jul 1, 2020",,,,,,,,,,
"Jul 1, 2020",,,,,,,,,,
"Jul 1, 2020",,,,,,,,,,
"Jul 1, 2020",,,,,,,,,,
"Jul 1, 2020",38 new cases in Bernalillo County,,17 new cases in McKinley County,,,1 new case in Eddy County,,1 new case in Chaves County,,1 new case in Otero County
"Jul 1, 2020",,,,,,,,,,
"Jul 2, 2020",97 new cases in Bernalillo County,,14 new cases in McKinley County,,2 new cases in Eddy County,,5 new cases in Chaves County,,,1 new case in Otero County
"Jul 2, 2020",,,,,,,,,,
"Jun 18, 2020",13 new cases in Bernalillo County,,20 new cases in McKinley County,,,1 new case in Eddy County,,,,
"Jun 18, 2020",,,,,,,,,,
"Jun 17, 2020",20 new cases in Bernalillo County,,20 new cases in McKinley County,,,,2 new cases in Chaves County,,,1 new case in Otero County
"Jun 17, 2020",,,,,,,,,,
"Jun 25, 2020",,,,,,,,,,
"Jun 25, 2020",,,,,,,,,,
"Jun 20, 2020",15 new cases in Bernalillo County,,30 new cases in McKinley County,,2 new cases in Eddy County,,,,,
"Jun 20, 2020",,,,,,,,,,
"Jun 21, 2020",13 new cases in Bernalillo County,,30 new cases in McKinley County,,2 new cases in Eddy County,,,,,
"Jun 21, 2020",,,,,,,,,,
"Jun 19, 2020",15 new cases in Bernalillo County,,22 new cases in McKinley County,,,,3 new cases in Chaves County,,2 new cases in Otero County,
"Jun 19, 2020",,,,,,,,,,
"Jun 22, 2020",22 new cases in Bernalillo County,,32 new cases in McKinley County,,3 new cases in Eddy County,,2 new cases in Chaves County,,,1 new case in Otero County
"Jun 22, 2020",,,,,,,,,,
"Jun 23, 2020",20 new cases in Bernalillo County,,50 new cases in McKinley County,,2 new cases in Eddy County,,,,,
"Jun 23, 2020",,,,,,,,,,
"Jun 24, 2020",34 new cases in Bernalillo County,,24 new cases in McKinley County,,3 new cases in Eddy County,,4 new cases in Chaves County,,,1 new case in Otero County
"Jun 24, 2020",,,,,,,,,,
"Jun 24, 2020",,,,,,,,,,
"Jun 24, 2020",,,,,,,,,,
,,,,,,,,,,
"Jun 9, 2020",12 new cases in Bernalillo County,,12 new cases in McKinley County,,,,,,,1 new case in Otero County
"Jun 9, 2020",,,,,,,,,,
"Jun 10, 2020",12 new cases in Bernalillo County,,50 new cases in McKinley County,,4 new cases in Eddy County,,2 new cases in Chaves County,,,
"Jun 10, 2020",,,,,,,,,,
"Jun 12, 2020",18 new cases in Bernalillo County,,49 new cases in McKinley County,,,1 new case in Eddy County,,1 new case in Chaves County,2 new cases in Otero County,
"Jun 12, 2020",,,,,,,,,,
"Jun 11, 2020",31 new cases in Bernalillo County,,14 new cases in McKinley County,,3 new cases in Eddy County,,2 new cases in Chaves County,,,
"Jun 11, 2020",,,,,,,,,,
"Jun 13, 2020",12 new cases in Bernalillo County,,28 new cases in McKinley County,,,,3 new cases in Chaves County,,,
"Jun 13, 2020",,,,,,,,,,
"Jun 7, 2020",17 new cases in Bernalillo County,,37 new cases in McKinley County,,,5 new case in Eddy County,,,,1 new case in Otero County
"Jun 7, 2020",,,,,,,,,,
"Jun 8, 2020",10 new cases in Bernalillo County,,50 new cases in McKinley County,,3 new cases in Eddy County,,,,,1 new case in Otero County
"Jun 8, 2020",,,,,,,,,,
,,,,,,,,,,
"Jun 14, 2020",12 new cases in Bernalillo County,,16 new cases in McKinley County,,,1 new case in Eddy County,3 new cases in Chaves County,,,
"Jun 14, 2020",,,,,,,,,,
"Jun 1, 2020",,,,,,,,,,
"Jun 1, 2020",,,,,,,,,,
"Jun 16, 2020",27 new cases in Bernalillo County,,13 new cases in McKinley County,,,1 new case in Eddy County,,,,
"Jun 16, 2020",,,,,,,,,,
"Jun 15, 2020",13 new cases in Bernalillo County,,25 new cases in McKinley County,,,,,,,1 new case in Otero County
"Jun 15, 2020",,,,,,,,,,
"May 31, 2020",12 new cases in Bernalillo County,,11 new cases in McKinley County,,2 new cases in Eddy County,,2 new cases in Chaves County,,,
"May 31, 2020",,,,,,,,,,
"Jun 2, 2020",15 new cases in Bernalillo County,,30 new cases in McKinley County,,,,,1 new case in Chaves County,,
"Jun 2, 2020",,,,,,,,,,
"Jun 1, 2020",12 new cases in Bernalillo County,,35 new cases in McKinley County,,2 new cases in Eddy County,,3 new cases in Chaves County,,,
"Jun 1, 2020",,,,,,,,,,
"Jun 2, 2020",,,,,,,,,,
"Jun 2, 2020",,,,,,,,,,
"May 30, 2020",19 new cases in Bernalillo County,,58 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 30, 2020",,,,,,,,,,
,,,,,,,,,,
"Jun 3, 2020",28 new cases in Bernalillo County,,37 new cases in McKinley County,,,,,,,
"Jun 3, 2020",,,,,,,,,,
"Jun 4, 2020",20 new cases in Bernalillo County,,30 new cases in McKinley County,,3 new cases in Eddy County,,,1 new case in Chaves County,,1 new case in Otero County
"Jun 4, 2020",,,,,,,,,,
"Jun 5, 2020",19 new cases in Bernalillo County,,77 new cases in McKinley County,,2 new cases in Eddy County,,,,2 new cases in Otero County,
"Jun 5, 2020",,,,,,,,,,
"Jun 6, 2020",15 new cases in Bernalillo County,,40 new cases in McKinley County,,,1 new case in Eddy County,,,,
"Jun 6, 2020",,,,,,,,,,
"May 26, 2020",,,,,,,,,,
"May 26, 2020",,,,,,,,,,
"May 28, 2020",,,,,,,,,,
"May 28, 2020",,,,,,,,,,
"May 28, 2020",51 new cases in Bernalillo County,,18 new cases in McKinley County,,2 new cases in Eddy County,,,,,1 new case in Otero County
"May 28, 2020",,,,,,,,,,
"May 28, 2020",,,,,,,,,,
"May 28, 2020",,,,,,,,,,
"May 29, 2020",12 new cases in Bernalillo County,,58 new cases in McKinley County,,,1 new case in Eddy County,,,4 new cases in Otero County,
"May 29, 2020",,,,,,,,,,
"May 25, 2020",13 new cases in Bernalillo County,,25 new cases in McKinley County,,,1 new case in Eddy County,,1 new case in Chaves County,,
"May 25, 2020",,,,,,,,,,
,,,,,,,,,,
"May 26, 2020",,,,,,,,,,
"May 26, 2020",,,,,,,,,,
"May 26, 2020",15 new cases in Bernalillo County,,22 new cases in McKinley County,,,,2 new cases in Chaves County,,3 new cases in Otero County,
"May 26, 2020",,,,,,,,,,
"May 27, 2020",,,,,,,,,,
"May 27, 2020",,,,,,,,,,
"May 27, 2020",24 new cases in Bernalillo County,,33 new cases in McKinley County,,,,,,,
"May 27, 2020",,,,,,,,,,
"May 22, 2020",42 new cases in Bernalillo County,,44 new cases in McKinley County,,,,,1 new case in Chaves County,2 new cases in Otero County,
"May 22, 2020",,,,,,,,,,
"May 20, 2020",30 new cases in Bernalillo County,,25 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 20, 2020",,,,,,,,,,
"May 19, 2020",9 new cases in Bernalillo County,,35 new cases in McKinley County,,,,,,,
"May 19, 2020",,,,,,,,,,
"May 21, 2020",22 new cases in Bernalillo County,,39 new cases in McKinley County,,,,2 new cases in Chaves County,,,
"May 21, 2020",,,,,,,,,,
"May 20, 2020",,,,,,,,,,
"May 20, 2020",,,,,,,,,,
,,,,,,,,,,
"May 22, 2020",,,,,,,,,,
"May 22, 2020",,,,,,,,,,
"May 22, 2020",,,,,,,,,,
"May 22, 2020",,,,,,,,,,
"May 23, 2020",,,,,,,,,,
"May 23, 2020",,,,,,,,,,
"May 23, 2020",16 new cases in Bernalillo County,,44 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 23, 2020",,,,,,,,,,
"May 24, 2020",12 new cases in Bernalillo County,,64 new cases in McKinley County,,,1 new case in Eddy County,3 new cases in Chaves County,,2 new cases in Otero County,
"May 24, 2020",,,,,,,,,,
"May 13, 2020",,,,,,,,,,
"May 13, 2020",,,,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 14, 2020",25 new cases in Bernalillo County,,52 new cases in McKinley County,,3 new cases in Eddy County,,,,,1 new case in Otero County
"May 14, 2020",,,,,,,,,,
"May 13, 2020",16 new cases in Bernalillo County,,53 new cases in McKinley County,,,,,2 new case in Chaves County,,
"May 13, 2020",,,,,,,,,,
,,,,,,,,,,
"May 15, 2020",36 new cases in Bernalillo County,,57 new cases in McKinley County,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 15, 2020",,,,,,,,,,
"May 16, 2020",14 new cases in Bernalillo County,,77 new cases in McKinley County,,,,,,,1 new case in Otero County
"May 16, 2020",,,,,,,,,,
"May 18, 2020",10 new cases in Bernalillo County,,67 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 18, 2020",,,,,,,,,,
"May 17, 2020",17 new cases in Bernalillo County,,24 new cases in McKinley County,,,,,,,
"May 17, 2020",,,,,,,,,,
"May 7, 2020",32 new cases in Bernalillo County,,65 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 7, 2020",,,,,,,,,,
"May 7, 2020",,,,,,,,,,
"May 7, 2020",,,,,,,,,,
"May 8, 2020",19 new cases in Bernalillo County,,58 new cases in McKinley County,,,1 new case in Eddy County,,1 new case in Chaves County,6 new cases in Otero County,
"May 8, 2020",,,,,,,,,,
"May 8, 2020",,,,,,,,,,
"May 8, 2020",,,,,,,,,,
"May 9, 2020",20 new cases in Bernalillo County,,48 new cases in McKinley County,,,,,,,
"May 9, 2020",,,,,,,,,,
"May 10, 2020",23 new cases in Bernalillo County,,14 new cases in McKinley County,,,,,,,1 new case in Otero County
"May 10, 2020",,,,,,,,,,
"May 12, 2020",,,,,,,,,,
"May 12, 2020",,,,,,,,,,
"May 11, 2020",14 new cases in Bernalillo County,,63 new cases in McKinley County,,,,,,4 new cases in Otero County,
"May 11, 2020",,,,,,,,,,
"May 12, 2020",,,,,,,,,,
"May 12, 2020",,,,,,,,,,
"May 12, 2020",25 new cases in Bernalillo County,,43 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 12, 2020",,,,,,,,,,
,,,,,,,,,,
"May 2, 2020",53 new cases in Bernalillo County,,53 new cases in McKinley County,,,1 new case in Eddy County,,,,1 new case in Otero County
"May 2, 2020",,,,,,,,,,
"May 4, 2020",,,,,,,,,,
"May 4, 2020",,,,,,,,,,
"May 4, 2020",24 new cases in Bernalillo County,,89 new cases in McKinley County,,,,,1 new case in Chaves County,3 new cases in Otero County,
"May 4, 2020",,,,,,,,,,
"May 1, 2020",21 new cases in Bernalillo County,,37 new cases in McKinley County,,,,,1 new case in Chaves County,,
"May 1, 2020",,,,,,,,,,
"May 5, 2020",,,,,,,,,,
"May 5, 2020",,,,,,,,,,
"May 3, 2020",,,,,,,,,,
"May 3, 2020",,,,,,,,,,
"May 3, 2020",37 new cases in Bernalillo County,,28 new cases in McKinley County,,,,,,,
"May 3, 2020",,,,,,,,,,
,,,,,,,,,,
"May 5, 2020",21 new cases in Bernalillo County,,43 new cases in McKinley County,,,,,,,
"May 5, 2020",,,,,,,,,,
"May 5, 2020",,,,,,,,,,
"May 5, 2020",,,,,,,,,,
"May 6, 2020",18 new cases in Bernalillo County,,63 new cases in McKinley County,,,,,,,1 new case in Otero County
"May 6, 2020",,,,,,,,,,
"Apr 29, 2020",27 new cases in Bernalillo County,,133 new cases in McKinley County,,,,,,,1 new case in Otero County
"Apr 29, 2020",,,,,,,,,,
"May 1, 2020",,,,,,,,,,
"May 1, 2020",,,,,,,,,,
"Apr 29, 2020",,,,,,,,,,
"Apr 29, 2020",,,,,,,,,,
"Apr 30, 2020",48 new cases in Bernalillo County,,74 new cases in McKinley County,,,,,,,
"Apr 30, 2020",,,,,,,,,,
,,,,,,,,,,
"Apr 26, 2020",18 new cases in Bernalillo County,,12 new cases in McKinley County,,2 new cases in Eddy County,,,,,
"Apr 26, 2020",,,,,,,,,,
"Apr 24, 2020",25 new cases in Bernalillo County,,67 new cases in McKinley County,,,,,,,1 new case in Otero County
"Apr 24, 2020",,,,,,,,,,
"Apr 25, 2020",19 new cases in Bernalillo County,,69 new cases in McKinley County,,,,,,,
"Apr 25, 2020",,,,,,,,,,
"Apr 27, 2020",,,,,,,,,,
"Apr 27, 2020",,,,,,,,,,
"Apr 27, 2020",8 new cases in Bernalillo County,,58 new cases in McKinley County,,,,,,,
"Apr 27, 2020",,,,,,,,,,
"Apr 28, 2020",44 new cases in Bernalillo County,,43 new cases in McKinley County,,,,,,,
"Apr 28, 2020",,,,,,,,,,
"Apr 17, 2020",24 new cases in Bernalillo County,,51 new cases in McKinley County,,2 new cases in Eddy County,,2 new cases in Chaves County,,,
"Apr 17, 2020",,,,,,,,,,
,,,,,,,,,,
"Apr 18, 2020",13 new cases in Bernalillo County,,40 new cases in McKinley County,,,,,,,
"Apr 18, 2020",,,,,,,,,,
"Apr 19, 2020",15 new cases in Bernalillo County,,7 new cases in McKinley County,,,,,,,
"Apr 19, 2020",,,,,,,,,,
"Apr 20, 2020",,,,,,,,,,
"Apr 20, 2020",,,,,,,,,,
"Apr 20, 2020",24 new cases in Bernalillo County,,53 new cases in McKinley County,,,1 new case in Eddy County,,,,
"Apr 20, 2020",,,,,,,,,,
"Apr 22, 2020",,,,,,,,,,
"Apr 22, 2020",,,,,,,,,,
"Apr 21, 2020",20 new cases in Bernalillo County,,45 new cases in McKinley County,,,,,,,
"Apr 21, 2020",,,,,,,,,,
"Apr 22, 2020",15 new cases in Bernalillo County,,59 new cases in McKinley County,,,1 new case in Eddy County,,,,
"Apr 22, 2020",,,,,,,,,,
"Apr 23, 2020",31 new cases in Bernalillo County,,54 new cases in McKinley County,,,,,1 new case in Chaves County,2 new cases in Otero County,
"Apr 23, 2020",,,,,,,,,,
"Apr 24, 2020",,,,,,,,,,
"Apr 24, 2020",,,,,,,,,,
"Apr 14, 2020",,,,,,,,,,
"Apr 14, 2020",,,,,,,,,,
"Apr 13, 2020",15 new cases in Bernalillo County,,48 new cases in McKinley County,,,,,,,
"Apr 13, 2020",,,,,,,,,,
"Apr 14, 2020",9 new cases in Bernalillo County,,13 new cases in McKinley County,,,,,,,
"Apr 14, 2020",,,,,,,,,,
"Apr 12, 2020",18 new cases in Bernalillo County,,4 new cases in McKinley County,,,1 new case in Eddy County,,,,1 new case in Otero County
"Apr 12, 2020",,,,,,,,,,
"Apr 15, 2020",,,,,,,,,,
"Apr 15, 2020",,,,,,,,,,
"Apr 15, 2020",,,,,,,,,,
"Apr 15, 2020",,,,,,,,,,
"Apr 15, 2020",13 new cases in Bernalillo County,,38 new cases in McKinley County,,,,,,,
"Apr 15, 2020",,,,,,,,,,
,,,,,,,,,,
"Apr 11, 2020",,,,,,,,,,
"Apr 11, 2020",,,,,,,,,,
"Apr 16, 2020",17 new cases in Bernalillo County,,23 new cases in McKinley County,,,,,,,
"Apr 16, 2020",,,,,,,,,,
"Apr 17, 2020",,,,,,,,,,
"Apr 17, 2020",,,,,,,,,,
"Apr 6, 2020",,,,,,,,,,
"Apr 6, 2020",,,,,,,,,,
"Apr 10, 2020",38 new cases in Bernalillo County,,29 new cases in McKinley County,,,,,,,
"Apr 10, 2020",,,,,,,,,,
"Apr 8, 2020",20 new cases in Bernalillo County,,15 new cases in McKinley County,,2 new cases in Eddy County,,,1 new case in Chaves County,,
"Apr 8, 2020",,,,,,,,,,
"Apr 7, 2020",,,,,,,,,,
"Apr 7, 2020",,,,,,,,,,
"Apr 7, 2020",42 new cases in Bernalillo County,,11 new cases in McKinley County,,,,,1 new case in Chaves County,,
"Apr 7, 2020",,,,,,,,,,
"Apr 9, 2020",,,,,,,,,,
"Apr 9, 2020",,,,,,,,,,
"Apr 7, 2020",,,,,,,,,,
"Apr 7, 2020",,,,,,,,,,
"Apr 11, 2020",17 new cases in Bernalillo County,,27 new cases in McKinley County,,,,,1 new case in Chaves County,,
"Apr 11, 2020",,,,,,,,,,
,,,,,,,,,,
"Apr 9, 2020",45 new cases in Bernalillo County,,13 new cases in McKinley County,,,,2 new cases in Chaves County,,,
"Apr 9, 2020",,,,,,,,,,
"Apr 10, 2020",,,,,,,,,,
"Apr 10, 2020",,,,,,,,,,
"Apr 1, 2020",,,,,,,,,,
"Apr 1, 2020",,,,,,,,,,
"Apr 2, 2020",15 new cases in Bernalillo County,,4 new cases in McKinley County,,,,3 new cases in Chaves County,,,
"Apr 2, 2020",,,,,,,,,,
"Apr 3, 2020",39 new cases in Bernalillo County,,8 new cases in McKinley County,,,,,,,
"Apr 3, 2020",,,,,,,,,,
"Apr 4, 2020",23 new cases in Bernalillo County,,,1 new case in McKinley County,,,,,,
"Apr 4, 2020",,,,,,,,,,
"Apr 5, 2020",21 new cases in Bernalillo County,,9 new cases in McKinley County,,,,,,,1 new case in Otero County
"Apr 5, 2020",,,,,,,,,,
"Apr 1, 2020",19 new cases in Bernalillo County,,4 new cases in McKinley County,,,,,,,1 new case in Otero County
"Apr 1, 2020",,,,,,,,,,
"Apr 6, 2020",16 new cases in Bernalillo County,,4 new cases in McKinley County,,,,,1 new case in Chaves County,,
"Apr 6, 2020",,,,,,,,,,
,,,,,,,,,,
"Mar 30, 2020",16 new cases in Bernalillo County,,3 new cases in McKinley County,,,,2 new cases in Chaves County,,,
